benchmark_run,run_index,repetition,requested_source_seconds,actual_source_seconds,reference_seconds,diffusion_steps,submission_seconds,job_seconds,download_seconds,end_to_end_seconds,output_seconds,real_time_factor,output_bytes,peak_amplitude,rms_amplitude,success,error,started_at_utc
paper_baseline,67,3,5.0,5.0,8.0,5,0.013880541999242269,8.972219707997283,0.004253249993780628,8.990353499990306,4.992290249433107,1.800847517031125,440364,1.0,0.2945316595302582,true,,2026-09-08T10:19:21.821084+00:00
paper_baseline,68,3,10.0,10.0,8.0,10,0.013361292003537528,19.12308779200248,0.004897416001767851,19.141346500007785,9.996190476190476,1.9148641220472729,881708,1.0,0.2533120043599569,true,,2026-09-08T10:19:30.849708+00:00
paper_baseline,69,3,3.0,3.0,8.0,1,0.010829500010004267,5.26674125000136,0.005172958990442567,5.282743709001807,2.995374149659864,1.7636340053217332,264236,1.0,0.45314003461509467,true,,2026-09-08T10:19:50.046206+00:00
paper_baseline,70,3,1.0,1.0,8.0,25,0.010071041993796825,10.513585583001259,0.005784167005913332,10.529440792000969,0.9984580498866213,10.545701737991523,88108,1.0,0.17159700778064474,true,,2026-09-08T10:19:55.375609+00:00
paper_baseline,71,3,10.0,10.0,8.0,5,0.015717583999503404,13.263432166000712,0.006988917011767626,13.286138667011983,9.996190476190476,1.3291201982052765,881708,1.0,0.24820146578716096,true,,2026-09-08T10:20:05.944982+00:00
paper_baseline,72,3,5.0,5.0,8.0,50,0.009880917001282796,28.68822850000288,0.0065887079981621355,28.704698125002324,4.992290249433107,5.749805538302155,440364,0.999969482421875,0.19184203185014526,true,,2026-09-08T10:20:19.282702+00:00
paper_baseline,73,3,30.0,30.0,8.0,10,0.01783383300062269,52.9727267499984,0.018492249990231358,53.009052832989255,29.98857142857143,1.767641815124451,2645036,1.0,0.26210347928242556,true,,2026-09-08T10:20:48.034231+00:00
paper_baseline,74,3,3.0,3.0,8.0,10,0.013570333001553081,8.470474542002194,0.004348332993686199,8.488393207997433,2.995374149659864,2.8338340333748695,264236,1.0,0.21674870332799362,true,,2026-09-08T10:21:41.096232+00:00
paper_baseline,75,3,5.0,5.0,8.0,25,0.013150416998541914,18.30611887499981,0.006775957997888327,18.32604524999624,4.992290249433107,3.6708693474056786,440364,1.0,0.21317145387432268,true,,2026-09-08T10:21:49.637471+00:00
paper_baseline,76,3,30.0,30.0,8.0,25,0.02619941599550657,76.3698417499836,0.04113100000540726,76.43717216598452,29.98857142857143,2.5488767395288283,2645036,1.0,0.22720174001225976,true,,2026-09-08T10:22:08.135738+00:00
paper_baseline,77,3,20.0,20.0,8.0,5,0.02879358400241472,29.456391999992775,0.009995415981393307,29.495180999976583,19.99238095238095,1.4753210770758105,1763372,1.0,0.332871382995455,true,,2026-09-08T10:23:24.638082+00:00
paper_baseline,78,3,10.0,10.0,8.0,50,0.017965665989322588,45.749901917006355,0.005903791985474527,45.77377137498115,9.996190476190476,4.579121564760881,881708,1.0,0.19838206372896616,true,,2026-09-08T10:23:54.176681+00:00
paper_baseline,79,3,20.0,20.0,8.0,10,0.019498667010338977,33.17061287499382,0.00829620799049735,33.19840774999466,19.99238095238095,1.660552979110823,1763372,1.0,0.2671299120518645,true,,2026-09-08T10:24:40.018628+00:00
paper_baseline,80,3,1.0,1.0,8.0,50,0.010735916992416605,18.130794083001092,0.005414749990450218,18.14694474998396,0.9984580498866213,18.174969646491018,88108,0.999969482421875,0.17176624323648984,true,,2026-09-08T10:25:13.313915+00:00
paper_baseline,81,3,5.0,5.0,8.0,10,0.012892707978608087,11.742143667011987,0.0030847080051898956,11.758121082995785,4.992290249433107,2.355255903706914,440364,1.0,0.2481185781542412,true,,2026-09-08T10:25:31.505036+00:00
paper_baseline,82,3,1.0,1.0,8.0,10,0.010536499990848824,6.272227416018723,0.0033944589958991855,6.286158375005471,0.9984580498866213,6.295866286740126,88108,1.0,0.2537909749247004,true,,2026-09-08T10:25:43.303628+00:00
paper_baseline,83,3,3.0,3.0,8.0,25,0.010858624998945743,14.15082458301913,0.008037874998990446,14.169721083017066,2.995374149659864,4.7305346093829685,264236,1.0,0.1845740381624918,true,,2026-09-08T10:25:49.633465+00:00
paper_baseline,84,3,5.0,5.0,8.0,1,0.010636166989570484,7.233009000017773,0.01207500000600703,7.255720167013351,4.992290249433107,1.453385080692627,440364,1.0,0.5142104481492922,true,,2026-09-08T10:26:03.850076+00:00
paper_baseline,85,3,10.0,10.0,8.0,1,0.016312957974150777,13.016732709016651,0.006324082991341129,13.039369749982143,9.996190476190476,1.304433902199052,881708,1.0,0.4682524158312656,true,,2026-09-08T10:26:11.156245+00:00
paper_baseline,86,3,30.0,30.0,8.0,1,0.015436832996783778,37.23257033401751,0.011243749991990626,37.259250917006284,29.98857142857143,1.2424483442218177,2645036,1.0,0.46662680942813217,true,,2026-09-08T10:26:24.246488+00:00
paper_baseline,87,3,1.0,1.0,8.0,5,0.009410915983607993,4.976085417001741,0.0035948330187238753,4.989091166004073,0.9984580498866213,4.99679597612599,88108,1.0,0.2331691255472447,true,,2026-09-08T10:27:01.548155+00:00
paper_baseline,88,3,3.0,3.0,8.0,50,0.010847541998373345,22.51537512501818,0.0038457080081570894,22.53006837502471,2.995374149659864,7.521620755651872,264236,1.0,0.16872593135971484,true,,2026-09-08T10:27:06.583949+00:00
paper_baseline,89,3,20.0,20.0,8.0,25,0.013288665999425575,52.41306837499724,0.00782316699041985,52.43418020798708,19.99238095238095,2.622708137308805,1763372,1.0,0.22800085225935568,true,,2026-09-08T10:27:29.177540+00:00
paper_baseline,90,3,3.0,3.0,8.0,5,0.009813417011173442,6.08213708299445,0.00589208398014307,6.097842583985766,2.995374149659864,2.03575322457737,264236,1.0,0.25453125536722654,true,,2026-09-08T10:28:21.653455+00:00
followup_high_steps,1,1,10.0,10.0,8.0,110,0.010440917016239837,68.46947045798879,0.004602250002790242,68.48451362500782,9.996190476190476,6.851061290611492,881708,1.0,0.17191269569003634,true,,2026-09-09T10:43:43.521689+00:00
followup_high_steps,2,1,5.0,5.0,8.0,70,0.008940790983615443,33.26902383400011,0.0037508750101551414,33.28171549999388,4.992290249433107,6.666622699626317,440364,0.999969482421875,0.17602153662904896,true,,2026-09-09T10:44:52.048573+00:00
followup_high_steps,3,1,5.0,5.0,8.0,60,0.009095291025005281,27.471893666981487,0.0034239579981658608,27.484412916004658,4.992290249433107,5.505371591550714,440364,1.0,0.18953813842141976,true,,2026-09-09T10:45:25.365881+00:00
followup_high_steps,4,1,10.0,10.0,8.0,100,0.012242249998962507,63.517062625003746,0.0052900409791618586,63.53459491598187,9.996190476190476,6.355880779514193,881708,1.0,0.1841391063532567,true,,2026-09-09T10:45:52.888625+00:00
followup_high_steps,5,1,10.0,10.0,8.0,90,0.010697958001401275,58.227217709005345,0.004511707986239344,58.242427374992985,9.996190476190476,5.82646234220109,881708,1.0,0.18758330891806335,true,,2026-09-09T10:46:56.505643+00:00
followup_high_steps,6,1,10.0,10.0,8.0,120,0.011285082990070805,73.40594654198503,0.006842958013294265,73.4240745829884,9.996190476190476,7.345205631872886,881708,1.0,0.180065514697862,true,,2026-09-09T10:47:54.828059+00:00
followup_high_steps,7,1,5.0,5.0,8.0,100,0.008657874976051971,41.583745875017485,0.0036868339811917394,41.59609058397473,4.992290249433107,8.332065746517467,440364,1.0,0.18040191411106088,true,,2026-09-09T10:49:08.300063+00:00
followup_high_steps,8,1,10.0,10.0,8.0,60,0.010615292005240917,41.47835154097993,0.004566500021610409,41.49353333300678,9.996190476190476,4.150934641735625,881708,1.0,0.18784311150565747,true,,2026-09-09T10:49:49.950341+00:00
followup_high_steps,9,1,10.0,10.0,8.0,80,0.010780000011436641,52.35612370798481,0.005952875013463199,52.37285658300971,9.996190476190476,5.239281575091482,881708,1.0,0.17778280629887108,true,,2026-09-09T10:50:31.498549+00:00
followup_high_steps,10,1,5.0,5.0,8.0,80,0.00871904200175777,33.58939520799322,0.004592957993736491,33.602707207988715,4.992290249433107,6.7309201847397455,440364,1.0,0.19262522342293778,true,,2026-09-09T10:51:23.918718+00:00
followup_high_steps,11,1,5.0,5.0,8.0,90,0.009523958986392245,37.685034666006686,0.005925874982494861,37.70048449997557,4.992290249433107,7.551741308361749,440364,0.999969482421875,0.1788987765064513,true,,2026-09-09T10:51:57.564363+00:00
followup_high_steps,12,1,5.0,5.0,8.0,120,0.01044937502592802,48.52108291699551,0.00480795800103806,48.53634025002248,4.992290249433107,9.722259288817183,440364,1.0,0.1660962687245905,true,,2026-09-09T10:52:35.309153+00:00
followup_high_steps,13,1,10.0,10.0,8.0,70,0.011891208007000387,45.487424458988244,0.006697541015455499,45.5060132080107,9.996190476190476,4.5523355438654,881708,1.0,0.18086469223331678,true,,2026-09-09T10:53:23.879168+00:00
followup_high_steps,14,1,5.0,5.0,8.0,110,0.010889583005337045,44.892411625012755,0.004049332987051457,44.907350541005144,4.992290249433107,8.995340474465511,440364,1.0,0.17443202088048237,true,,2026-09-09T10:54:09.429897+00:00
followup_high_steps,15,2,10.0,10.0,8.0,70,0.013041875005001202,46.903113916981965,0.00564329102053307,46.9217990830075,9.996190476190476,4.693968086619463,881708,1.0,0.1857334101315764,true,,2026-09-09T10:54:54.383481+00:00
followup_high_steps,16,2,5.0,5.0,8.0,80,0.011650208994979039,36.68853312500869,0.0042902909917756915,36.704473624995444,4.992290249433107,7.352231499192856,440364,0.999969482421875,0.17838819156614402,true,,2026-09-09T10:55:41.350074+00:00
followup_high_steps,17,2,5.0,5.0,8.0,90,0.01048095797887072,40.31998079200275,0.005843332997756079,40.33630508297938,4.992290249433107,8.079719541058278,440364,1.0,0.19538502424100637,true,,2026-09-09T10:56:18.093739+00:00
followup_high_steps,18,2,5.0,5.0,8.0,120,0.009806082991417497,51.84936008299701,0.005713541992008686,51.864879707980435,4.992290249433107,10.388995254005891,440364,1.0,0.18234028447008124,true,,2026-09-09T10:56:58.473590+00:00
followup_high_steps,19,2,10.0,10.0,8.0,120,0.011942707991693169,72.68352550000418,0.005544417013879865,72.70101262500975,9.996190476190476,7.27287188036016,881708,1.0,0.18000388773528628,true,,2026-09-09T10:57:50.377976+00:00
followup_high_steps,20,2,5.0,5.0,8.0,100,0.010445374995470047,40.965432458993746,0.003167625021887943,40.979045459011104,4.992290249433107,8.208466137092977,440364,1.0,0.18619208732870593,true,,2026-09-09T10:59:03.120976+00:00
followup_high_steps,21,2,5.0,5.0,8.0,60,0.011042583995731547,26.23654129100032,0.005383583978982642,26.252967458975036,4.992290249433107,5.2587021481686005,440364,0.999969482421875,0.18105940580664295,true,,2026-09-09T10:59:44.138730+00:00
followup_high_steps,22,2,10.0,10.0,8.0,90,0.012238333001732826,56.34573720800108,0.00495299999602139,56.36292854099884,9.996190476190476,5.638440831559525,881708,1.0,0.18749915560469949,true,,2026-09-09T11:00:10.429414+00:00
followup_high_steps,23,2,10.0,10.0,8.0,110,0.01654637500178069,68.21414962498238,0.008365709014469758,68.23906170899863,9.996190476190476,6.8265067448979195,881708,1.0,0.18487783875988759,true,,2026-09-09T11:01:06.837682+00:00
followup_high_steps,24,2,5.0,5.0,8.0,70,0.010398665996035561,30.2771637919941,0.003426208015298471,30.290988666005433,4.992290249433107,6.0675535981597,440364,1.0,0.190196205165055,true,,2026-09-09T11:02:15.116861+00:00
followup_high_steps,25,2,5.0,5.0,8.0,110,0.01057687500724569,51.1990496670187,0.005001332989195362,51.21462787501514,4.992290249433107,10.258744046548726,440364,1.0,0.1787139538310926,true,,2026-09-09T11:02:45.443778+00:00
followup_high_steps,26,2,10.0,10.0,8.0,100,0.01180416700663045,64.0954719169822,0.006709083012538031,64.11398516700137,9.996190476190476,6.413841885037295,881708,1.0,0.17616772387028198,true,,2026-09-09T11:03:36.739958+00:00
followup_high_steps,27,2,10.0,10.0,8.0,80,0.01239187500323169,52.934631415992044,0.004825917014386505,52.95184920800966,9.996190476190476,5.2972029028591985,881708,1.0,0.174252639313096,true,,2026-09-09T11:04:40.944077+00:00
